epoch 5, minibatch 10/122, test error of best model 49.900000 %
epoch 10, minibatch 98/122, test error of best model 73.233333 %
epoch 15, minibatch 9/122, test error of best model 66.733333 %
epoch 20, minibatch 29/122, test error of best model 74.766667 %
epoch 25, minibatch 38/122, test error of best model 81.366667 %
epoch 30, minibatch 115/122, test error of best model 76.700000 %
epoch 35, minibatch 120/122, test error of best model 79.066667 %
epoch 40, minibatch 2/122, test error of best model 72.400000 %
epoch 45, minibatch 6/122, test error of best model 77.533333 %
epoch 50, minibatch 32/122, test error of best model 72.700000 %
epoch 55, minibatch 75/122, test error of best model 82.433333 %
epoch 60, minibatch 69/122, test error of best model 77.166667 %
epoch 65, minibatch 13/122, test error of best model 83.000000 %
epoch 70, minibatch 18/122, test error of best model 81.866667 %
epoch 75, minibatch 108/122, test error of best model 84.466667 %
epoch 80, minibatch 27/122, test error of best model 83.633333 %
epoch 85, minibatch 41/122, test error of best model 84.766667 %
epoch 90, minibatch 82/122, test error of best model 84.100000 %
epoch 95, minibatch 56/122, test error of best model 37.766667 %
epoch 100, minibatch 100/122, test error of best model 65.200000 %
epoch 105, minibatch 26/122, test error of best model 85.733333 %
epoch 110, minibatch 33/122, test error of best model 70.833333 %
epoch 115, minibatch 45/122, test error of best model 71.233333 %
epoch 120, minibatch 80/122, test error of best model 83.133333 %
epoch 125, minibatch 2/122, test error of best model 62.800000 %
epoch 130, minibatch 111/122, test error of best model 66.966667 %
epoch 135, minibatch 83/122, test error of best model 79.566667 %
epoch 140, minibatch 73/122, test error of best model 84.566667 %
epoch 145, minibatch 18/122, test error of best model 80.933333 %
epoch 150, minibatch 18/122, test error of best model 73.433333 %
epoch 155, minibatch 80/122, test error of best model 85.033333 %
epoch 160, minibatch 120/122, test error of best model 80.200000 %
epoch 165, minibatch 86/122, test error of best model 76.333333 %
epoch 170, minibatch 33/122, test error of best model 83.100000 %
epoch 175, minibatch 35/122, test error of best model 83.666667 %
epoch 180, minibatch 91/122, test error of best model 85.200000 %
epoch 185, minibatch 89/122, test error of best model 84.166667 %
epoch 190, minibatch 106/122, test error of best model 83.366667 %
epoch 195, minibatch 63/122, test error of best model 79.100000 %
epoch 200, minibatch 67/122, test error of best model 82.866667 %
epoch 205, minibatch 62/122, test error of best model 85.433333 %
epoch 210, minibatch 88/122, test error of best model 75.600000 %
epoch 215, minibatch 1/122, test error of best model 81.300000 %
epoch 220, minibatch 121/122, test error of best model 72.566667 %
epoch 225, minibatch 39/122, test error of best model 83.466667 %
epoch 230, minibatch 41/122, test error of best model 72.266667 %
epoch 235, minibatch 26/122, test error of best model 86.366667 %
epoch 240, minibatch 103/122, test error of best model 81.300000 %
epoch 245, minibatch 7/122, test error of best model 82.833333 %
epoch 250, minibatch 20/122, test error of best model 53.800000 %
epoch 255, minibatch 35/122, test error of best model 84.966667 %
epoch 260, minibatch 121/122, test error of best model 68.733333 %
epoch 265, minibatch 82/122, test error of best model 76.066667 %
epoch 270, minibatch 12/122, test error of best model 84.433333 %
epoch 275, minibatch 67/122, test error of best model 84.000000 %
epoch 280, minibatch 52/122, test error of best model 81.700000 %
epoch 285, minibatch 17/122, test error of best model 82.000000 %
epoch 290, minibatch 104/122, test error of best model 84.066667 %
epoch 295, minibatch 99/122, test error of best model 82.633333 %
epoch 300, minibatch 54/122, test error of best model 82.166667 %
epoch 305, minibatch 22/122, test error of best model 83.766667 %
epoch 310, minibatch 18/122, test error of best model 71.566667 %
epoch 315, minibatch 95/122, test error of best model 84.133333 %
epoch 320, minibatch 55/122, test error of best model 80.266667 %
epoch 325, minibatch 21/122, test error of best model 84.333333 %
epoch 330, minibatch 65/122, test error of best model 81.433333 %
epoch 335, minibatch 30/122, test error of best model 83.433333 %
epoch 340, minibatch 94/122, test error of best model 73.533333 %
epoch 345, minibatch 23/122, test error of best model 83.433333 %
epoch 350, minibatch 83/122, test error of best model 82.500000 %
epoch 355, minibatch 17/122, test error of best model 82.933333 %
epoch 360, minibatch 45/122, test error of best model 67.933333 %
epoch 365, minibatch 95/122, test error of best model 77.866667 %
epoch 370, minibatch 111/122, test error of best model 83.133333 %
epoch 375, minibatch 5/122, test error of best model 74.933333 %
epoch 380, minibatch 98/122, test error of best model 71.000000 %
epoch 385, minibatch 29/122, test error of best model 83.366667 %
epoch 390, minibatch 10/122, test error of best model 84.433333 %
epoch 395, minibatch 33/122, test error of best model 78.366667 %
epoch 400, minibatch 111/122, test error of best model 82.100000 %
epoch 405, minibatch 98/122, test error of best model 76.133333 %
epoch 410, minibatch 14/122, test error of best model 72.233333 %
epoch 415, minibatch 63/122, test error of best model 77.300000 %
epoch 420, minibatch 34/122, test error of best model 63.066667 %
epoch 425, minibatch 49/122, test error of best model 61.866667 %
epoch 430, minibatch 26/122, test error of best model 84.900000 %
epoch 435, minibatch 111/122, test error of best model 83.033333 %
epoch 440, minibatch 32/122, test error of best model 79.166667 %
epoch 445, minibatch 115/122, test error of best model 70.733333 %
epoch 450, minibatch 115/122, test error of best model 83.966667 %
epoch 455, minibatch 17/122, test error of best model 76.166667 %
epoch 460, minibatch 79/122, test error of best model 84.000000 %
epoch 465, minibatch 52/122, test error of best model 75.966667 %
epoch 470, minibatch 15/122, test error of best model 76.966667 %
epoch 475, minibatch 99/122, test error of best model 81.666667 %
epoch 480, minibatch 116/122, test error of best model 78.900000 %
epoch 485, minibatch 119/122, test error of best model 78.833333 %
epoch 490, minibatch 48/122, test error of best model 80.666667 %
epoch 495, minibatch 8/122, test error of best model 80.166667 %
epoch 500, minibatch 24/122, test error of best model 83.033333 %
epoch 505, minibatch 42/122, test error of best model 73.266667 %
epoch 510, minibatch 43/122, test error of best model 85.000000 %
epoch 515, minibatch 45/122, test error of best model 83.933333 %
epoch 520, minibatch 11/122, test error of best model 64.966667 %
epoch 525, minibatch 52/122, test error of best model 81.266667 %
epoch 530, minibatch 105/122, test error of best model 83.866667 %
epoch 535, minibatch 5/122, test error of best model 82.866667 %
epoch 540, minibatch 25/122, test error of best model 70.700000 %
epoch 545, minibatch 91/122, test error of best model 82.300000 %
epoch 550, minibatch 36/122, test error of best model 83.766667 %
epoch 555, minibatch 34/122, test error of best model 72.400000 %
epoch 560, minibatch 98/122, test error of best model 83.266667 %
epoch 565, minibatch 67/122, test error of best model 83.766667 %
epoch 570, minibatch 78/122, test error of best model 81.400000 %
epoch 575, minibatch 33/122, test error of best model 65.233333 %
epoch 580, minibatch 17/122, test error of best model 85.466667 %
epoch 585, minibatch 15/122, test error of best model 82.300000 %
epoch 590, minibatch 95/122, test error of best model 83.466667 %
epoch 595, minibatch 72/122, test error of best model 81.600000 %
epoch 600, minibatch 41/122, test error of best model 84.966667 %
epoch 605, minibatch 13/122, test error of best model 83.533333 %
